Domain,Mode,Peclet,U_ref,Sulcus Width (mm),Sulcus Depth (mm),Aspect_Ratio,U_ref (Dim),Diff Coef (Dim),Delta (mm),Total Mass,Sulcus Mass,Main Channel Mass,Avg Concentration,Sulcus Avg Concentration,Main Channel Avg Concentration,Mouth_Flux_Total,Inlet-Outlet Flux,Mouth E_L1,Mouth E_avg,Mouth Q_in,Mouth Q_out,Mouth Net Check,Mouth Length,Max_Ux_mid_channel,Avg_Ux_mid_channel,Max_Ux_sulcus_level,Avg_Ux_sulcus_level,Concentration_Ratio,Channel_Conc_Ratio,Intradomain_Enrichment,VR_mid_avg,VR_mid_max,VR_intradomain_avg,VR_intradomain_max
sulcus,no-uptake,1.0,1.0,1.0,1.5,1.5,0.0003,0.0003,1.0,9.425636310419184,0.9197489346171904,8.505887375801983,0.8604091211483197,0.9632585886474488,0.8505887375801803,8.6890421184083e-05,-9.790970333489746e-06,0.10218915034536306,0.10218915034536306,0.0511380203830794,0.0510511299622837,8.689042079570303e-05,1.0,1.0001420922068898,0.9893111654383588,0.4125057191893252,0.2097473685614766,1.0110495621762097,0.9995098257148871,1.1324610191616225,0.989311165438305,1.0001420922066566,0.21201354628251728,0.4124471136687187
sulcus,no-uptake,10.0,1.0,1.0,1.5,1.5,0.003,0.0003,0.1,10.792289328646586,0.9548307645244086,9.837458564122203,0.9851625790159768,1.0000000000171303,0.9837458564121996,1.2021523721277812e-05,-0.0009403894478694496,0.09622668110797684,0.09622668110797684,0.04811935131582859,0.048107329792148254,1.2021523680336156e-05,1.0,1.0001420922068898,0.9893111654383588,0.4125057191893252,0.2097473685614766,1.0014401305815865,0.9999999998868726,1.0165227060413864,0.989311165438305,1.0001420922066566,0.21201354628251728,0.4124471136687187
sulcus,no-uptake,0.1,1.0,0.3,1.0,3.333333333333333,3e-05,0.0003,10.0,5.662261376217906,0.11116452117858364,5.551096855039329,0.5556196679330869,0.5823350856217969,0.5551096855039366,-0.00022913905818363052,-7.516715276878473e-07,0.11448219206803495,0.3816073068934489,0.057126526504601274,0.05735566556343371,-0.0002291390588324352,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0008509572993383,0.9999323137885359,1.049045082132092,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,1.0,1.0,0.3,1.0,3.333333333333333,0.0003,0.0003,1.0,8.693864658013467,0.18418939649730592,8.509675261516156,0.8531012387787639,0.9648757251207399,0.8509675261516211,3.1892217358992403e-06,-9.910089801223878e-06,0.008331329112870177,0.027771097042900525,0.0041672591672529385,0.00416406994561724,3.189221635697438e-06,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0024622156586442,0.9999549325947414,1.1338572806464806,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,10.0,1.0,0.3,1.0,3.333333333333333,0.003,0.0003,0.1,10.028352989102649,0.19089442474781965,9.83745856435482,0.9840503268047236,1.0000000000149472,0.9837458564354884,-5.7811191177386045e-06,-0.0009395757468037004,0.005794422681100415,0.019314742270334667,0.002894320780985872,0.002900101900114544,-5.78111912867248e-06,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0003095009541503,0.9999999999105462,1.0165227060151025,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,0.1,1.0,0.5,1.5,3.0,3e-05,0.0003,10.0,5.8283234076616965,0.27788564806556626,5.550437759596115,0.5562775438830453,0.5821228701789968,0.5550437759596123,0.0003206038460876219,-9.624159422738643e-07,0.20011552362544413,0.40023104725088826,0.10021806373496188,0.09989745989048222,0.0003206038444796694,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0020360049358799,0.9998135893546484,1.0487873126269502,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,1.0,1.0,0.5,1.5,3.0,0.0003,0.0003,1.0,8.969446128373715,0.4604498196852686,8.50899630868843,0.856078345914025,0.9645635622943264,0.8508996308688441,3.5974768313382396e-05,-1.0361891880306118e-05,0.02306734747930652,0.04613469495861304,0.011551661123685464,0.011515686355621052,3.59747680644118e-05,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0059605547530046,0.9998751502049014,1.133580891684512,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,10.0,1.0,0.5,1.5,3.0,0.003,0.0003,0.1,10.314824533640268,0.4773659691219321,9.837458564518355,0.984486421878228,1.0000000000196887,0.9837458564518372,-3.1259480535827925e-07,-0.0009643998453296998,0.019055573823075288,0.038111147646150575,0.0095276306141216,0.009527943208953692,-3.1259483209214456e-07,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0007528014983025,0.9999999999271652,1.0165227060030289,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,0.1,1.0,0.4,2.0,5.0,3e-05,0.0003,10.0,5.847277320859687,0.2964764612728519,5.5508008595868406,0.5563959887937878,0.5822384881968213,0.5550800859586502,6.0233208533182615e-05,-4.768236034902174e-07,0.1573185822641466,0.3932964556603661,0.07868940773583129,0.07862917452831532,6.0233207515955616e-05,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0022493625780686,0.999878995421773,1.0489269979687115,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,1.0,1.0,0.4,2.0,5.0,0.0003,0.0003,1.0,9.00061455786046,0.4912432346755843,8.509371323184915,0.8564508850652993,0.9647333115973724,0.8509371323184395,2.567313604166343e-05,-8.924872077820112e-06,0.01444047818531903,0.03610119546329755,0.007233075660599663,0.007207402524719374,2.567313588029002e-05,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0063983180641218,0.9999192174088192,1.1337304190368178,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,10.0,1.0,0.4,2.0,5.0,0.003,0.0003,0.1,10.346659634886585,0.5092010701648364,9.837458564721704,0.9845334165575544,1.0000000000274083,0.98374585647211,2.3117551956748564e-06,-0.0008736796540522729,0.01110764791675932,0.027769119791898274,0.005554979835968826,0.005552668080790491,2.311755178335297e-06,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0008005726568947,0.9999999999477729,1.0165227059899278,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,0.1,1.0,0.25,1.5,6.0,3e-05,0.0003,10.0,5.690193150198272,0.13898484193236482,5.551208308265923,0.5557560246414311,0.5823718024266716,0.5551208308265907,-0.00014354772570987593,-4.4947976318709953e-07,0.09453778408444936,0.3781511363377975,0.047197118179020975,0.04734066590542839,-0.00014354772640741417,0.25,1.0000069001713807,0.9995168856241964,0.21853851988363754,0.19140986274500207,1.0010965798896765,0.9999523901240069,1.0490901621535325,0.999516885624142,1.0000069001711476,0.1915023802979246,0.2185370119408021
sulcus,no-uptake,1.0,1.0,0.25,1.5,6.0,0.0003,0.0003,1.0,8.74007270156901,0.2302834417282632,8.509789259840788,0.8536350052602052,0.9649295647187859,0.8509789259840762,-1.075512864245578e-05,-9.808056657178987e-06,0.005880381509421662,0.023521526037686646,0.002934813190335788,0.002945568319085873,-1.075512875008556e-05,0.25,1.0000069001713807,0.9995168856241964,0.21853851988363754,0.19140986274500207,1.0030894339831609,0.9999683283100231,1.1339053591755361,0.999516885624142,1.0000069001711476,0.1915023802979246,0.2185370119408021
sulcus,no-uptake,10.0,1.0,0.25,1.5,6.0,0.003,0.0003,0.1,10.076111675208884,0.2386531101888621,9.837458565019967,0.9841247248807492,1.0000000000219729,0.983745856501994,-1.955337351001064e-05,-0.000950262482983466,0.0037361956894276845,0.014944782757710738,0.0018583211579530968,0.0018778745314745866,-1.9553373521490062e-05,0.25,1.0000069001713807,0.9995168856241964,0.21853851988363754,0.19140986274500207,1.0003851282877063,0.9999999999781506,1.016522705953523,0.999516885624142,1.0000069001711476,0.1915023802979246,0.2185370119408021
sulcus,no-uptake,0.1,1.0,0.15,1.8,12.0,3e-05,0.0003,10.0,5.6514482531669525,0.10007208374857628,5.5513761694183765,0.5555985883245991,0.5824274895697125,0.5551376169418327,-0.00018282128436094354,-8.338563930454512e-07,0.0538078850764808,0.3587192338432044,0.026812531895568814,0.026995353180911973,-0.00018282128534315503,0.15000000000000036,1.0000022824569783,0.9998317110474928,0.20221069493066016,0.19049864542177208,1.0008129860978994,0.9999826273536785,1.0491587523436359,0.9998317110474384,1.0000022824567452,0.19053070963531707,0.20221023339450186
sulcus,no-uptake,1.0,1.0,0.15,1.8,12.0,0.0003,0.0003,1.0,8.675767995126243,0.1658074317786861,8.50996056334753,0.8529219829665278,0.9650124452838268,0.8509960563347454,-1.2307232094228657e-05,-1.1097077217581129e-05,0.002418714599856064,0.01612476399904039,0.0012032036838115884,0.001215510916044476,-1.2307232232887464e-05,0.15000000000000036,1.0000022824569783,0.9998317110474928,0.20221069493066016,0.19049864542177208,1.0022515757362815,0.9999884578427284,1.1339799263467236,0.9998317110474384,1.0000022824567452,0.19053070963531707,0.20221023339450186
sulcus,no-uptake,10.0,1.0,0.15,1.8,12.0,0.003,0.0003,0.1,10.009277521492448,0.17181895694091204,9.837458564551547,0.9840204160011548,1.0000000000300346,0.983745856455146,-1.460663772641872e-05,-0.0009629072749961498,0.0011533192668944088,0.007688795112629374,0.0005693563145759285,0.0005839629523184803,-1.4606637742551816e-05,0.15000000000000036,1.0000022824569783,0.9998317110474928,0.20221069493066016,0.19049864542177208,1.0002790959431704,0.9999999999305286,1.0165227060101267,0.9998317110474384,1.0000022824567452,0.19053070963531707,0.20221023339450186
sulcus,no-uptake,0.1,1.0,0.1,2.0,20.0,3e-05,0.0003,10.0,5.625560446817924,0.07413124506964243,5.5514292017482925,0.5554860427126371,0.5824449857968796,0.5551429201748315,-7.343154535956101e-05,-4.2210110873242e-07,0.03367843881416044,0.3367843881416056,0.016802503634257882,0.01687593517990256,-7.343154564467755e-05,0.09999999999999963,1.00000098231386,0.9999258264378252,0.19725581052535626,0.1902519991244138,1.0006102550032803,0.9999921801937415,1.0491802464371696,0.9999258264377708,1.0000009823136269,0.19026611183969008,0.19725561675842995
sulcus,no-uptake,1.0,1.0,0.1,2.0,20.0,0.0003,0.0003,1.0,8.632840852752192,0.12282627025346687,8.510014582498716,0.8524346414899538,0.9650390353764672,0.851001458249875,2.626973194202293e-07,-8.7705342530775e-06,0.0012482966926558293,0.012482966926558335,0.0006242796949675634,0.0006240169976882661,2.6269727929724077e-07,0.09999999999999963,1.00000098231386,0.9999258264378252,0.19725581052535626,0.1902519991244138,1.001678910507137,0.9999948055252349,1.1340039738135301,0.9999258264377708,1.0000009823136269,0.19026611183969008,0.19725561675842995
sulcus,no-uptake,10.0,1.0,0.1,2.0,20.0,0.003,0.0003,0.1,9.964734525159367,0.12727596061463278,9.837458564544736,0.9839501326830058,1.0000000000381968,0.9837458564544777,-1.6468247040158434e-06,-0.00089862362949511,0.00044227866745348516,0.004422786674534868,0.00022031592137251567,0.00022196274608096952,-1.646824708453822e-06,0.09999999999999963,1.00000098231386,0.9999258264378252,0.19725581052535626,0.1902519991244138,1.0002076513544256,0.9999999999298492,1.0165227060191142,0.9999258264377708,1.0000009823136269,0.19026611183969008,0.19725561675842995
sulcus,no-uptake,0.1,1.0,1.0,0.05,0.05,3e-05,0.0003,10.0,5.5692200214775465,0.018522996988050468,5.550697024489501,0.5551554633766864,0.5821068376501088,0.5550697024489321,-2.0035814883647766e-05,-6.373607819298854e-07,0.08975384282570607,0.08975384282570607,0.04486690350414595,0.04488693932156013,-2.003581741417959e-05,1.0,1.0000163275117415,0.9971355937635112,0.2965301909593878,0.1982268498222396,1.0000147745623513,0.9998602913581098,1.0487094415023748,0.997135593763457,1.0000163275115084,0.19879628313544354,0.2965253494382632
sulcus,no-uptake,1.0,1.0,1.0,0.05,0.05,0.0003,0.0003,1.0,8.539952729608489,0.030689110794064382,8.509263618814414,0.8512864272801675,0.9644411887639596,0.8509263618814137,2.8332203946614424e-06,-9.660588112692103e-06,0.009538714567350929,0.009538714567350929,0.004770773893674468,0.004767940673676462,2.833219998004885e-06,1.0,1.0000163275117415,0.9971355937635112,0.2965301909593878,0.1982268498222396,1.0003296669373574,0.9999065612835274,1.1334014692312064,0.997135593763457,1.0000163275115084,0.19879628313544354,0.2965253494382632
sulcus,no-uptake,10.0,1.0,1.0,0.05,0.05,0.003,0.0003,0.1,9.869279178739088,0.031820614000988165,9.837458564738078,0.9837974140969876,1.0000000000080724,0.983745856473776,2.872449739979459e-07,-0.000893275684425543,0.0076996806146637465,0.0076996806146637465,0.0038499839297980155,0.003849696684865731,2.87244932285248e-07,1.0,1.0000163275117415,0.9971355937635112,0.2965301909593878,0.1982268498222396,1.0000524094441237,0.9999999999494664,1.0165227059685509,0.997135593763457,1.0000163275115084,0.19879628313544354,0.2965253494382632
sulcus,no-uptake,0.1,1.0,0.05,1.0,20.0,3e-05,0.0003,10.0,5.569956461611413,0.018494965550108086,5.5514614960613,0.5552325923544001,0.5824557156790677,0.5551461496061367,6.087134791093701e-05,-7.861367918859941e-07,0.014720824742990562,0.29441649485980703,0.007390848045397085,0.007329976697593475,6.087134780360937e-05,0.05000000000000071,1.0000002401235308,0.999981363334946,0.1922979566026696,0.19007216114693887,1.0001537088291448,0.9999979974453614,1.0491934711108175,0.9999813633348916,1.0000002401232977,0.19007570352416034,0.19229791042741637
sulcus,no-uptake,1.0,1.0,0.05,1.0,20.0,0.0003,0.0003,1.0,8.540691284899365,0.030643817453759832,8.510047467445611,0.8513657503960822,0.9650554134751594,0.8510047467445716,1.736625212954764e-06,-1.0886418608246906e-05,0.00044126936616142723,0.008825387323228418,0.00022150299567937553,0.00021976637048205168,1.7366251973238548e-06,0.05000000000000071,1.0000002401235308,0.999981363334946,0.1922979566026696,0.19007216114693887,1.0004228779455218,0.9999986697696291,1.1340188373412445,0.9999813633348916,1.0000002401232977,0.19007570352416034,0.19229791042741637
sulcus,no-uptake,10.0,1.0,0.05,1.0,20.0,0.003,0.0003,0.1,9.869211992645493,0.03175342786165297,9.837458564783859,0.9837973055872664,1.0000000000170126,0.9837458564783976,-1.0481046294274246e-06,-0.000956277432076158,8.4489136217526e-05,0.0016897827243504962,4.172051579316625e-05,4.276862042435975e-05,-1.0481046311935008e-06,0.05000000000000071,1.0000002401235308,0.999981363334946,0.1922979566026696,0.19007216114693887,1.0000522991415284,0.9999999999541643,1.0165227059728632,0.9999813633348916,1.0000002401232977,0.19007570352416034,0.19229791042741637
sulcus,no-uptake,0.1,1.0,1.0,2.0,2.0,3e-05,0.0003,10.0,6.287414225341048,0.7399588488559204,5.547455376485113,0.5577343394784452,0.5812102709309709,0.5547455376484938,0.0006966421359528567,-5.578280686258097e-07,0.4337398095432039,0.4337398095432039,0.21721822583833766,0.21652158370486624,0.0006966421334714258,1.0,1.000142156166924,0.9893046885225067,0.4136301091804349,0.20980491511676191,1.0046601655810012,0.9992763655729621,1.0477060769062845,0.9893046885224529,1.0001421561666908,0.21207310300944646,0.4135713174671941
sulcus,no-uptake,1.0,1.0,1.0,2.0,2.0,0.0003,0.0003,1.0,9.732135338609877,1.2263152813836464,8.505820057226213,0.863303399498859,0.9632252361625044,0.8505820057225945,9.600906194833089e-05,-9.792155444166006e-06,0.10187636352881574,0.10187636352881574,0.0509861862951868,0.05089017723362897,9.600906155783628e-05,1.0,1.000142156166924,0.9893046885225067,0.4136301091804349,0.20980491511676191,1.0144505708210547,0.9995019152435806,1.1324307705571743,0.9893046885224529,1.0001421561666908,0.21207310300944646,0.4135713174671941
sulcus,no-uptake,10.0,1.0,1.0,2.0,2.0,0.003,0.0003,0.1,11.110593066186825,1.273134502059171,9.83745856412772,0.985581522529219,1.0000000000235916,0.9837458564127408,1.663475891270728e-05,-0.0009403894473402065,0.09579350121197312,0.09579350121197312,0.047905067985421775,0.047888433226551334,1.663475887044713e-05,1.0,1.000142156166924,0.9893046885225067,0.4136301091804349,0.20980491511676191,1.0018659961752907,0.9999999998874227,1.0165227060473951,0.9893046885224529,1.0001421561666908,0.21207310300944646,0.4135713174671941
sulcus,no-uptake,0.1,1.0,0.01,0.01,1.0,3e-05,0.0003,10.0,5.551501294113913,2.9122951981294708e-05,5.551472171161932,0.5551473536746279,0.5824590396259157,0.5551472171161983,-2.283831687689579e-05,-7.2932381045554e-07,0.0008384332537239463,0.08384332537239643,0.00040779746841391746,0.0004306357853100289,-2.2838316896111413e-05,0.009999999999999787,1.0000000080668634,0.9999993679689344,0.19008321237761566,0.1900025406510908,1.000000166362647,0.9999999203766915,1.0491974410888576,0.99999936796888,1.0000000080666303,0.19000266073867492,0.19008321084424037
sulcus,no-uptake,1.0,1.0,0.01,0.01,1.0,0.0003,0.0003,1.0,8.510106589757905,4.825304112806514e-05,8.510058336716778,0.8510064039437785,0.9650608225613388,0.8510058336716855,-4.86938024632639e-07,-1.1372332179626632e-05,2.055389094302537e-05,0.0020553890943025813,1.0033476457869024e-05,1.052041448515635e-05,-4.869380272873282e-07,0.009999999999999787,1.0000000080668634,0.9999993679689344,0.19008321237761566,0.1900025406510908,1.0000006171112965,0.9999999469959574,1.1340237450518527,0.99999936796888,1.0000000080666303,0.19000266073867492,0.19008321084424037
sulcus,no-uptake,10.0,1.0,0.01,0.01,1.0,0.003,0.0003,0.1,9.837508563904336,5.000000000045098e-05,9.837458563904336,0.9837459376607542,1.0000000000090563,0.9837458563904424,-1.4939854481840401e-15,-0.0009871946106005947,1.769928882535078e-15,1.7699288825351154e-13,0.0,1.769928882535078e-15,-1.769928882535078e-15,0.009999999999999787,1.0000000080668634,0.9999993679689344,0.19008321237761566,0.1900025406510908,1.0000000824778732,0.999999999864756,1.0165227060556612,0.99999936796888,1.0000000080666303,0.19000266073867492,0.19008321084424037
sulcus,no-uptake,0.1,1.0,1.0,1.0,1.0,3e-05,0.0003,10.0,5.917644540405122,0.3699984639161376,5.547646076488969,0.5563509894163037,0.5812732915763872,0.5547646076488826,0.0004240863411977772,-5.437021326493152e-07,0.42127498895190457,0.42127498895190457,0.2108495376452643,0.2104254513066404,0.00042408633862392464,1.0,1.0001406294319286,0.9893445861055012,0.410620150192805,0.20966124894151106,1.0021683041263394,0.9993107168194106,1.047783660965413,0.9893445861054474,1.0001406294316955,0.2119193371915347,0.4105624130338888
sulcus,no-uptake,1.0,1.0,1.0,1.0,1.0,0.0003,0.0003,1.0,9.119215308736123,0.6131865304012742,8.506028778334889,0.8573486334088452,0.9633254935821568,0.8506028778334664,6.283931935757638e-05,-9.779104030882556e-06,0.10227584280494596,0.10227584280494596,0.05116934106195185,0.05110650174299413,6.283931895771644e-05,1.0,1.0001406294319286,0.9893445861055012,0.410620150192805,0.20966124894151106,1.007453244200278,0.9995264416439175,1.1325208492543561,0.9893445861054474,1.0001406294316955,0.2119193371915347,0.4105624130338888
sulcus,no-uptake,10.0,1.0,1.0,1.0,1.0,0.003,0.0003,0.1,10.473989554418203,0.6365309902978736,9.837458564120308,0.9847185669820012,1.0000000000126614,0.9837458564120052,-2.0378736629186085e-06,-0.0009403894482828967,0.09655353914445952,0.09655353914445952,0.04827575063537711,0.04827778850908241,-2.0378737052989537e-06,1.0,1.0001406294319286,0.9893445861055012,0.410620150192805,0.20966124894151106,1.0009887822673535,0.999999999886675,1.0165227060370445,0.9893445861054474,1.0001406294316955,0.2119193371915347,0.4105624130338888
rectangle,no-uptake,0.1,1.0,,,,3e-05,0.0003,10.0,5.551472613188698,,5.551472613188698,0.5551472613188599,,0.5551472613188599,,-5.748017288809136e-07,,,,,,,1.0000000000002331,1.0000000000000544,,,,,,,,,
rectangle,no-uptake,1.0,1.0,,,,0.0003,0.0003,1.0,8.510058787784523,,8.510058787784523,0.8510058787784374,,0.8510058787784374,,-1.049761367177826e-05,,,,,,,1.0000000000002331,1.0000000000000544,,,,,,,,,
rectangle,no-uptake,10.0,1.0,,,,0.003,0.0003,0.1,9.837458565235057,,9.837458565235057,0.9837458565234882,,0.9837458565234882,,-0.0009677037835550406,,,,,,,1.0000000000002331,1.0000000000000544,,,,,,,,,
